"Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","request_datetime","drop_datetime","request_day","request_hour"
4355,"City",90,"Trip Completed","14-07-2016 07:19:07","14-07-2016 07:59:34",2016-07-14 07:19:00,2016-07-14 07:59:00,"14","07"
4758,"City",90,"Trip Completed","14-07-2016 15:26:32","14-07-2016 16:07:31",2016-07-14 15:26:00,2016-07-14 16:07:00,"14","15"
6001,"Airport",90,"Trip Completed","15-07-2016 12:07:54","15-07-2016 13:18:10",2016-07-15 12:07:00,2016-07-15 13:18:00,"15","12"
1181,"Airport",91,"Trip Completed","11/7/2016 21:04","11/7/2016 22:06",2016-07-11 21:04:00,2016-07-11 22:06:00,"11","21"
1297,"City",91,"Trip Completed","11/7/2016 22:22","11/7/2016 23:03",2016-07-11 22:22:00,2016-07-11 23:03:00,"11","22"
1429,"City",91,"Trip Completed","12/7/2016 4:41","12/7/2016 5:22",2016-07-12 04:41:00,2016-07-12 05:22:00,"12","04"
2104,"City",91,"Trip Completed","12/7/2016 16:07","12/7/2016 17:04",2016-07-12 16:07:00,2016-07-12 17:04:00,"12","16"
2736,"City",91,"Trip Completed","13-07-2016 02:43:10","13-07-2016 03:54:57",2016-07-13 02:43:00,2016-07-13 03:54:00,"13","02"
3615,"City",91,"Trip Completed","13-07-2016 18:56:23","13-07-2016 19:43:28",2016-07-13 18:56:00,2016-07-13 19:43:00,"13","18"
4719,"Airport",91,"Trip Completed","14-07-2016 13:43:28","14-07-2016 14:46:06",2016-07-14 13:43:00,2016-07-14 14:46:00,"14","13"
4748,"City",91,"Trip Completed","14-07-2016 15:03:23","14-07-2016 16:22:04",2016-07-14 15:03:00,2016-07-14 16:22:00,"14","15"
870,"City",92,"Trip Completed","11/7/2016 17:57","11/7/2016 18:41",2016-07-11 17:57:00,2016-07-11 18:41:00,"11","17"
2124,"Airport",92,"Trip Completed","12/7/2016 16:53","12/7/2016 17:31",2016-07-12 16:53:00,2016-07-12 17:31:00,"12","16"
2457,"Airport",92,"Trip Completed","12/7/2016 20:31","12/7/2016 21:39",2016-07-12 20:31:00,2016-07-12 21:39:00,"12","20"
2621,"City",92,"Trip Completed","12/7/2016 22:05","12/7/2016 22:58",2016-07-12 22:05:00,2016-07-12 22:58:00,"12","22"
3168,"City",92,"Trip Completed","13-07-2016 09:12:04","13-07-2016 10:08:48",2016-07-13 09:12:00,2016-07-13 10:08:00,"13","09"
3285,"Airport",92,"Trip Completed","13-07-2016 10:59:12","13-07-2016 12:00:50",2016-07-13 10:59:00,2016-07-13 12:00:00,"13","10"
3315,"City",92,"Trip Completed","13-07-2016 12:09:28","13-07-2016 13:19:04",2016-07-13 12:09:00,2016-07-13 13:19:00,"13","12"
5585,"City",92,"Trip Completed","15-07-2016 05:58:43","15-07-2016 07:10:36",2016-07-15 05:58:00,2016-07-15 07:10:00,"15","05"
6235,"City",92,"Trip Completed","15-07-2016 17:47:05","15-07-2016 18:20:13",2016-07-15 17:47:00,2016-07-15 18:20:00,"15","17"
913,"Airport",93,"Trip Completed","11/7/2016 18:18","11/7/2016 19:15",2016-07-11 18:18:00,2016-07-11 19:15:00,"11","18"
1852,"City",93,"Trip Completed","12/7/2016 9:43","12/7/2016 10:58",2016-07-12 09:43:00,2016-07-12 10:58:00,"12","09"
3117,"Airport",93,"Trip Completed","13-07-2016 08:34:53","13-07-2016 09:07:49",2016-07-13 08:34:00,2016-07-13 09:07:00,"13","08"
3392,"Airport",93,"Trip Completed","13-07-2016 14:46:13","13-07-2016 15:17:16",2016-07-13 14:46:00,2016-07-13 15:17:00,"13","14"
4722,"City",93,"Trip Completed","14-07-2016 13:50:32","14-07-2016 14:59:32",2016-07-14 13:50:00,2016-07-14 14:59:00,"14","13"
692,"Airport",94,"Trip Completed","11/7/2016 13:49","11/7/2016 14:29",2016-07-11 13:49:00,2016-07-11 14:29:00,"11","13"
1351,"Airport",94,"Trip Completed","11/7/2016 23:44","12/7/2016 0:49",2016-07-11 23:44:00,2016-07-12 00:49:00,"11","23"
1800,"City",94,"Trip Completed","12/7/2016 9:09","12/7/2016 10:05",2016-07-12 09:09:00,2016-07-12 10:05:00,"12","09"
2434,"City",94,"Trip Completed","12/7/2016 20:16","12/7/2016 21:15",2016-07-12 20:16:00,2016-07-12 21:15:00,"12","20"
3212,"City",94,"Trip Completed","13-07-2016 09:48:28","13-07-2016 10:45:47",2016-07-13 09:48:00,2016-07-13 10:45:00,"13","09"
3340,"City",94,"Trip Completed","13-07-2016 12:45:18","13-07-2016 13:37:51",2016-07-13 12:45:00,2016-07-13 13:37:00,"13","12"
3598,"Airport",94,"Trip Completed","13-07-2016 18:38:49","13-07-2016 19:40:08",2016-07-13 18:38:00,2016-07-13 19:40:00,"13","18"
53,"Airport",95,"Trip Completed","11/7/2016 3:30","11/7/2016 4:22",2016-07-11 03:30:00,2016-07-11 04:22:00,"11","03"
3558,"Airport",95,"Trip Completed","13-07-2016 18:14:56","13-07-2016 18:51:03",2016-07-13 18:14:00,2016-07-13 18:51:00,"13","18"
4257,"City",95,"Trip Completed","14-07-2016 06:10:44","14-07-2016 07:08:09",2016-07-14 06:10:00,2016-07-14 07:08:00,"14","06"
4869,"City",95,"Trip Completed","14-07-2016 17:49:44","14-07-2016 18:20:32",2016-07-14 17:49:00,2016-07-14 18:20:00,"14","17"
5548,"City",95,"Trip Completed","15-07-2016 05:24:22","15-07-2016 06:06:40",2016-07-15 05:24:00,2016-07-15 06:06:00,"15","05"
5630,"Airport",95,"Trip Completed","15-07-2016 06:32:35","15-07-2016 07:14:40",2016-07-15 06:32:00,2016-07-15 07:14:00,"15","06"
6645,"City",95,"Trip Completed","15-07-2016 22:10:21","15-07-2016 23:00:45",2016-07-15 22:10:00,2016-07-15 23:00:00,"15","22"
156,"Airport",96,"Trip Completed","11/7/2016 5:35","11/7/2016 6:40",2016-07-11 05:35:00,2016-07-11 06:40:00,"11","05"
350,"City",96,"Trip Completed","11/7/2016 7:53","11/7/2016 8:40",2016-07-11 07:53:00,2016-07-11 08:40:00,"11","07"
976,"Airport",96,"Trip Completed","11/7/2016 18:54","11/7/2016 19:48",2016-07-11 18:54:00,2016-07-11 19:48:00,"11","18"
1344,"City",96,"Trip Completed","11/7/2016 23:35","12/7/2016 0:39",2016-07-11 23:35:00,2016-07-12 00:39:00,"11","23"
1524,"City",96,"Trip Completed","12/7/2016 5:50","12/7/2016 6:59",2016-07-12 05:50:00,2016-07-12 06:59:00,"12","05"
2143,"Airport",96,"Trip Completed","12/7/2016 17:15","12/7/2016 17:56",2016-07-12 17:15:00,2016-07-12 17:56:00,"12","17"
2353,"City",96,"Trip Completed","12/7/2016 19:31","12/7/2016 20:23",2016-07-12 19:31:00,2016-07-12 20:23:00,"12","19"
3028,"Airport",96,"Trip Completed","13-07-2016 07:28:45","13-07-2016 08:14:23",2016-07-13 07:28:00,2016-07-13 08:14:00,"13","07"
3913,"Airport",96,"Trip Completed","13-07-2016 22:14:24","13-07-2016 22:56:32",2016-07-13 22:14:00,2016-07-13 22:56:00,"13","22"
4274,"City",96,"Trip Completed","14-07-2016 06:18:59","14-07-2016 07:27:20",2016-07-14 06:18:00,2016-07-14 07:27:00,"14","06"
4673,"City",96,"Trip Completed","14-07-2016 12:35:29","14-07-2016 13:44:08",2016-07-14 12:35:00,2016-07-14 13:44:00,"14","12"
6198,"Airport",96,"Trip Completed","15-07-2016 17:23:01","15-07-2016 18:11:45",2016-07-15 17:23:00,2016-07-15 18:11:00,"15","17"
569,"Airport",97,"Trip Completed","11/7/2016 10:37","11/7/2016 11:44",2016-07-11 10:37:00,2016-07-11 11:44:00,"11","10"
1626,"Airport",97,"Trip Completed","12/7/2016 6:58","12/7/2016 7:49",2016-07-12 06:58:00,2016-07-12 07:49:00,"12","06"
3505,"City",97,"Trip Completed","13-07-2016 17:37:40","13-07-2016 18:22:34",2016-07-13 17:37:00,2016-07-13 18:22:00,"13","17"
3758,"City",97,"Trip Completed","13-07-2016 20:37:56","13-07-2016 21:16:23",2016-07-13 20:37:00,2016-07-13 21:16:00,"13","20"
4649,"City",97,"Trip Completed","14-07-2016 11:50:27","14-07-2016 12:44:54",2016-07-14 11:50:00,2016-07-14 12:44:00,"14","11"
4745,"Airport",97,"Trip Completed","14-07-2016 15:06:01","14-07-2016 16:05:37",2016-07-14 15:06:00,2016-07-14 16:05:00,"14","15"
5354,"Airport",97,"Trip Completed","14-07-2016 23:07:32","15-07-2016 00:01:32",2016-07-14 23:07:00,2016-07-15 00:01:00,"14","23"
5953,"City",97,"Trip Completed","15-07-2016 10:42:09","15-07-2016 11:38:44",2016-07-15 10:42:00,2016-07-15 11:38:00,"15","10"
6577,"City",97,"Trip Completed","15-07-2016 21:19:03","15-07-2016 21:48:54",2016-07-15 21:19:00,2016-07-15 21:48:00,"15","21"
1565,"Airport",98,"Trip Completed","12/7/2016 6:21","12/7/2016 7:32",2016-07-12 06:21:00,2016-07-12 07:32:00,"12","06"
1973,"Airport",98,"Trip Completed","12/7/2016 12:17","12/7/2016 12:47",2016-07-12 12:17:00,2016-07-12 12:47:00,"12","12"
2363,"Airport",98,"Trip Completed","12/7/2016 19:31","12/7/2016 20:32",2016-07-12 19:31:00,2016-07-12 20:32:00,"12","19"
2994,"City",98,"Trip Completed","13-07-2016 07:15:27","13-07-2016 08:12:48",2016-07-13 07:15:00,2016-07-13 08:12:00,"13","07"
3201,"Airport",98,"Trip Completed","13-07-2016 09:33:26","13-07-2016 10:17:39",2016-07-13 09:33:00,2016-07-13 10:17:00,"13","09"
3511,"City",98,"Trip Completed","13-07-2016 17:38:17","13-07-2016 18:54:39",2016-07-13 17:38:00,2016-07-13 18:54:00,"13","17"
3956,"Airport",98,"Trip Completed","13-07-2016 22:47:55","13-07-2016 23:41:58",2016-07-13 22:47:00,2016-07-13 23:41:00,"13","22"
4359,"City",98,"Trip Completed","14-07-2016 07:27:05","14-07-2016 08:03:57",2016-07-14 07:27:00,2016-07-14 08:03:00,"14","07"
4798,"City",98,"Trip Completed","14-07-2016 16:52:26","14-07-2016 17:39:23",2016-07-14 16:52:00,2016-07-14 17:39:00,"14","16"
5955,"Airport",98,"Trip Completed","15-07-2016 10:45:56","15-07-2016 11:48:25",2016-07-15 10:45:00,2016-07-15 11:48:00,"15","10"
6117,"Airport",98,"Trip Completed","15-07-2016 15:17:13","15-07-2016 16:06:54",2016-07-15 15:17:00,2016-07-15 16:06:00,"15","15"
6252,"City",98,"Trip Completed","15-07-2016 18:00:40","15-07-2016 18:46:03",2016-07-15 18:00:00,2016-07-15 18:46:00,"15","18"
101,"Airport",99,"Trip Completed","11/7/2016 5:08","11/7/2016 6:09",2016-07-11 05:08:00,2016-07-11 06:09:00,"11","05"
351,"City",99,"Trip Completed","11/7/2016 7:53","11/7/2016 8:55",2016-07-11 07:53:00,2016-07-11 08:55:00,"11","07"
871,"City",99,"Trip Completed","11/7/2016 17:57","11/7/2016 18:42",2016-07-11 17:57:00,2016-07-11 18:42:00,"11","17"
1330,"Airport",99,"Trip Completed","11/7/2016 23:11","12/7/2016 0:14",2016-07-11 23:11:00,2016-07-12 00:14:00,"11","23"
3227,"Airport",99,"Trip Completed","13-07-2016 09:52:49","13-07-2016 10:33:38",2016-07-13 09:52:00,2016-07-13 10:33:00,"13","09"
4921,"City",99,"Trip Completed","14-07-2016 18:14:26","14-07-2016 19:20:18",2016-07-14 18:14:00,2016-07-14 19:20:00,"14","18"
5373,"City",99,"Trip Completed","14-07-2016 23:42:23","15-07-2016 00:17:24",2016-07-14 23:42:00,2016-07-15 00:17:00,"14","23"
6612,"Airport",99,"Trip Completed","15-07-2016 21:49:41","15-07-2016 22:28:38",2016-07-15 21:49:00,2016-07-15 22:28:00,"15","21"
50,"City",100,"Trip Completed","11/7/2016 3:22","11/7/2016 3:57",2016-07-11 03:22:00,2016-07-11 03:57:00,"11","03"
102,"Airport",100,"Trip Completed","11/7/2016 5:01","11/7/2016 5:38",2016-07-11 05:01:00,2016-07-11 05:38:00,"11","05"
211,"City",100,"Trip Completed","11/7/2016 6:08","11/7/2016 6:47",2016-07-11 06:08:00,2016-07-11 06:47:00,"11","06"
510,"City",100,"Trip Completed","11/7/2016 9:40","11/7/2016 11:01",2016-07-11 09:40:00,2016-07-11 11:01:00,"11","09"
1548,"Airport",100,"Trip Completed","12/7/2016 6:10","12/7/2016 7:12",2016-07-12 06:10:00,2016-07-12 07:12:00,"12","06"
2208,"City",100,"Trip Completed","12/7/2016 17:59","12/7/2016 19:00",2016-07-12 17:59:00,2016-07-12 19:00:00,"12","17"
4030,"City",100,"Trip Completed","14-07-2016 00:13:43","14-07-2016 00:47:55",2016-07-14 00:13:00,2016-07-14 00:47:00,"14","00"
4370,"City",100,"Trip Completed","14-07-2016 07:36:53","14-07-2016 08:16:29",2016-07-14 07:36:00,2016-07-14 08:16:00,"14","07"
5834,"Airport",100,"Trip Completed","15-07-2016 08:54:03","15-07-2016 10:05:53",2016-07-15 08:54:00,2016-07-15 10:05:00,"15","08"
639,"City",101,"Trip Completed","11/7/2016 12:28","11/7/2016 12:56",2016-07-11 12:28:00,2016-07-11 12:56:00,"11","12"
1451,"Airport",101,"Trip Completed","12/7/2016 4:53","12/7/2016 5:40",2016-07-12 04:53:00,2016-07-12 05:40:00,"12","04"
2335,"City",101,"Trip Completed","12/7/2016 19:15","12/7/2016 20:02",2016-07-12 19:15:00,2016-07-12 20:02:00,"12","19"
2572,"Airport",101,"Trip Completed","12/7/2016 21:35","12/7/2016 22:42",2016-07-12 21:35:00,2016-07-12 22:42:00,"12","21"
3326,"Airport",101,"Trip Completed","13-07-2016 12:29:20","13-07-2016 13:09:40",2016-07-13 12:29:00,2016-07-13 13:09:00,"13","12"
3916,"City",101,"Trip Completed","13-07-2016 22:08:13","13-07-2016 23:22:35",2016-07-13 22:08:00,2016-07-13 23:22:00,"13","22"
4514,"City",101,"Trip Completed","14-07-2016 09:16:24","14-07-2016 10:16:38",2016-07-14 09:16:00,2016-07-14 10:16:00,"14","09"
6604,"City",101,"Trip Completed","15-07-2016 21:42:04","15-07-2016 22:19:18",2016-07-15 21:42:00,2016-07-15 22:19:00,"15","21"
373,"Airport",102,"Trip Completed","11/7/2016 8:09","11/7/2016 9:16",2016-07-11 08:09:00,2016-07-11 09:16:00,"11","08"
1338,"Airport",102,"Trip Completed","11/7/2016 23:23","11/7/2016 23:58",2016-07-11 23:23:00,2016-07-11 23:58:00,"11","23"
1830,"City",102,"Trip Completed","12/7/2016 9:33","12/7/2016 10:43",2016-07-12 09:33:00,2016-07-12 10:43:00,"12","09"
2274,"City",102,"Trip Completed","12/7/2016 18:33","12/7/2016 19:22",2016-07-12 18:33:00,2016-07-12 19:22:00,"12","18"
3224,"Airport",102,"Trip Completed","13-07-2016 09:52:22","13-07-2016 10:28:33",2016-07-13 09:52:00,2016-07-13 10:28:00,"13","09"
5321,"City",102,"Trip Completed","14-07-2016 22:09:50","14-07-2016 22:46:06",2016-07-14 22:09:00,2016-07-14 22:46:00,"14","22"
5520,"City",102,"Trip Completed","15-07-2016 05:17:46","15-07-2016 06:01:41",2016-07-15 05:17:00,2016-07-15 06:01:00,"15","05"
5842,"City",102,"Trip Completed","15-07-2016 09:04:30","15-07-2016 09:53:01",2016-07-15 09:04:00,2016-07-15 09:53:00,"15","09"
6429,"Airport",102,"Trip Completed","15-07-2016 19:49:10","15-07-2016 20:34:01",2016-07-15 19:49:00,2016-07-15 20:34:00,"15","19"
6704,"Airport",102,"Trip Completed","15-07-2016 22:58:01","15-07-2016 23:59:35",2016-07-15 22:58:00,2016-07-15 23:59:00,"15","22"
2057,"Airport",103,"Trip Completed","12/7/2016 15:02","12/7/2016 15:36",2016-07-12 15:02:00,2016-07-12 15:36:00,"12","15"
3723,"Airport",103,"Trip Completed","13-07-2016 20:03:45","13-07-2016 20:57:08",2016-07-13 20:03:00,2016-07-13 20:57:00,"13","20"
4492,"City",103,"Trip Completed","14-07-2016 09:01:49","14-07-2016 10:05:11",2016-07-14 09:01:00,2016-07-14 10:05:00,"14","09"
5153,"Airport",103,"Trip Completed","14-07-2016 20:29:19","14-07-2016 21:38:20",2016-07-14 20:29:00,2016-07-14 21:38:00,"14","20"
6531,"City",103,"Trip Completed","15-07-2016 20:49:25","15-07-2016 21:27:36",2016-07-15 20:49:00,2016-07-15 21:27:00,"15","20"
521,"City",104,"Trip Completed","11/7/2016 9:48","11/7/2016 10:55",2016-07-11 09:48:00,2016-07-11 10:55:00,"11","09"
1850,"City",104,"Trip Completed","12/7/2016 9:45","12/7/2016 10:20",2016-07-12 09:45:00,2016-07-12 10:20:00,"12","09"
2851,"Airport",104,"Trip Completed","13-07-2016 05:31:53","13-07-2016 06:39:33",2016-07-13 05:31:00,2016-07-13 06:39:00,"13","05"
5380,"Airport",104,"Trip Completed","14-07-2016 23:50:28","15-07-2016 00:39:55",2016-07-14 23:50:00,2016-07-15 00:39:00,"14","23"
5917,"Airport",104,"Trip Completed","15-07-2016 10:04:16","15-07-2016 10:54:15",2016-07-15 10:04:00,2016-07-15 10:54:00,"15","10"
148,"Airport",105,"Trip Completed","11/7/2016 5:36","11/7/2016 6:46",2016-07-11 05:36:00,2016-07-11 06:46:00,"11","05"
1113,"City",105,"Trip Completed","11/7/2016 20:18","11/7/2016 20:55",2016-07-11 20:18:00,2016-07-11 20:55:00,"11","20"
1758,"Airport",105,"Trip Completed","12/7/2016 8:44","12/7/2016 9:19",2016-07-12 08:44:00,2016-07-12 09:19:00,"12","08"
2395,"Airport",105,"Trip Completed","12/7/2016 19:55","12/7/2016 20:50",2016-07-12 19:55:00,2016-07-12 20:50:00,"12","19"
2708,"Airport",105,"Trip Completed","13-07-2016 01:22:32","13-07-2016 02:35:10",2016-07-13 01:22:00,2016-07-13 02:35:00,"13","01"
2995,"City",105,"Trip Completed","13-07-2016 07:07:32","13-07-2016 08:08:45",2016-07-13 07:07:00,2016-07-13 08:08:00,"13","07"
3993,"City",105,"Trip Completed","13-07-2016 23:31:47","14-07-2016 00:14:14",2016-07-13 23:31:00,2016-07-14 00:14:00,"13","23"
4724,"City",105,"Trip Completed","14-07-2016 13:52:36","14-07-2016 14:29:40",2016-07-14 13:52:00,2016-07-14 14:29:00,"14","13"
5144,"Airport",105,"Trip Completed","14-07-2016 20:21:02","14-07-2016 21:16:51",2016-07-14 20:21:00,2016-07-14 21:16:00,"14","20"
5572,"City",105,"Trip Completed","15-07-2016 05:46:37","15-07-2016 06:40:01",2016-07-15 05:46:00,2016-07-15 06:40:00,"15","05"
5740,"Airport",105,"Trip Completed","15-07-2016 07:50:35","15-07-2016 08:58:39",2016-07-15 07:50:00,2016-07-15 08:58:00,"15","07"
5938,"City",105,"Trip Completed","15-07-2016 10:16:24","15-07-2016 11:06:42",2016-07-15 10:16:00,2016-07-15 11:06:00,"15","10"
6299,"City",105,"Trip Completed","15-07-2016 18:25:54","15-07-2016 19:07:36",2016-07-15 18:25:00,2016-07-15 19:07:00,"15","18"
6695,"Airport",105,"Trip Completed","15-07-2016 22:45:03","16-07-2016 00:02:06",2016-07-15 22:45:00,2016-07-16 00:02:00,"15","22"
507,"Airport",106,"Trip Completed","11/7/2016 9:40","11/7/2016 10:38",2016-07-11 09:40:00,2016-07-11 10:38:00,"11","09"
1135,"Airport",106,"Trip Completed","11/7/2016 20:37","11/7/2016 21:29",2016-07-11 20:37:00,2016-07-11 21:29:00,"11","20"
1479,"City",106,"Trip Completed","12/7/2016 5:16","12/7/2016 5:58",2016-07-12 05:16:00,2016-07-12 05:58:00,"12","05"
3275,"City",106,"Trip Completed","13-07-2016 10:39:32","13-07-2016 11:39:21",2016-07-13 10:39:00,2016-07-13 11:39:00,"13","10"
4078,"City",106,"Trip Completed","14-07-2016 02:10:33","14-07-2016 03:05:32",2016-07-14 02:10:00,2016-07-14 03:05:00,"14","02"
4176,"Airport",106,"Trip Completed","14-07-2016 05:18:01","14-07-2016 06:01:38",2016-07-14 05:18:00,2016-07-14 06:01:00,"14","05"
4776,"City",106,"Trip Completed","14-07-2016 16:16:30","14-07-2016 17:31:10",2016-07-14 16:16:00,2016-07-14 17:31:00,"14","16"
4899,"Airport",106,"Trip Completed","14-07-2016 18:02:51","14-07-2016 19:01:55",2016-07-14 18:02:00,2016-07-14 19:01:00,"14","18"
35,"City",107,"Trip Completed","11/7/2016 2:36","11/7/2016 3:03",2016-07-11 02:36:00,2016-07-11 03:03:00,"11","02"
161,"Airport",107,"Trip Completed","11/7/2016 5:36","11/7/2016 6:10",2016-07-11 05:36:00,2016-07-11 06:10:00,"11","05"
831,"Airport",107,"Trip Completed","11/7/2016 17:30","11/7/2016 18:19",2016-07-11 17:30:00,2016-07-11 18:19:00,"11","17"
1080,"Airport",107,"Trip Completed","11/7/2016 19:59","11/7/2016 20:38",2016-07-11 19:59:00,2016-07-11 20:38:00,"11","19"
2496,"City",107,"Trip Completed","12/7/2016 20:53","12/7/2016 21:33",2016-07-12 20:53:00,2016-07-12 21:33:00,"12","20"
3141,"City",107,"Trip Completed","13-07-2016 08:58:47","13-07-2016 09:28:32",2016-07-13 08:58:00,2016-07-13 09:28:00,"13","08"
3297,"City",107,"Trip Completed","13-07-2016 11:37:32","13-07-2016 12:14:07",2016-07-13 11:37:00,2016-07-13 12:14:00,"13","11"
3602,"Airport",107,"Trip Completed","13-07-2016 18:40:02","13-07-2016 19:13:36",2016-07-13 18:40:00,2016-07-13 19:13:00,"13","18"
4150,"City",107,"Trip Completed","14-07-2016 04:51:03","14-07-2016 05:50:07",2016-07-14 04:51:00,2016-07-14 05:50:00,"14","04"
4361,"City",107,"Trip Completed","14-07-2016 07:29:29","14-07-2016 08:28:35",2016-07-14 07:29:00,2016-07-14 08:28:00,"14","07"
4642,"City",107,"Trip Completed","14-07-2016 11:44:26","14-07-2016 12:41:11",2016-07-14 11:44:00,2016-07-14 12:41:00,"14","11"
4752,"City",107,"Trip Completed","14-07-2016 15:19:35","14-07-2016 16:11:37",2016-07-14 15:19:00,2016-07-14 16:11:00,"14","15"
4849,"City",107,"Trip Completed","14-07-2016 17:39:27","14-07-2016 18:44:26",2016-07-14 17:39:00,2016-07-14 18:44:00,"14","17"
6199,"City",107,"Trip Completed","15-07-2016 17:25:23","15-07-2016 18:19:03",2016-07-15 17:25:00,2016-07-15 18:19:00,"15","17"
241,"City",108,"Trip Completed","11/7/2016 6:31","11/7/2016 7:17",2016-07-11 06:31:00,2016-07-11 07:17:00,"11","06"
1339,"Airport",108,"Trip Completed","11/7/2016 23:25","12/7/2016 0:32",2016-07-11 23:25:00,2016-07-12 00:32:00,"11","23"
1454,"City",108,"Trip Completed","12/7/2016 4:54","12/7/2016 6:07",2016-07-12 04:54:00,2016-07-12 06:07:00,"12","04"
4342,"City",108,"Trip Completed","14-07-2016 07:17:09","14-07-2016 08:15:45",2016-07-14 07:17:00,2016-07-14 08:15:00,"14","07"
6766,"City",108,"Trip Completed","15-07-2016 00:06:56","15-07-2016 01:10:34",2016-07-15 00:06:00,2016-07-15 01:10:00,"15","00"
6213,"City",108,"Trip Completed","15-07-2016 17:30:09","15-07-2016 18:32:51",2016-07-15 17:30:00,2016-07-15 18:32:00,"15","17"
41,"City",109,"Trip Completed","11/7/2016 2:47","11/7/2016 3:23",2016-07-11 02:47:00,2016-07-11 03:23:00,"11","02"
279,"Airport",109,"Trip Completed","11/7/2016 6:58","11/7/2016 7:47",2016-07-11 06:58:00,2016-07-11 07:47:00,"11","06"
952,"City",109,"Trip Completed","11/7/2016 18:39","11/7/2016 19:19",2016-07-11 18:39:00,2016-07-11 19:19:00,"11","18"
1200,"Airport",109,"Trip Completed","11/7/2016 21:13","11/7/2016 22:29",2016-07-11 21:13:00,2016-07-11 22:29:00,"11","21"
1775,"City",109,"Trip Completed","12/7/2016 8:57","12/7/2016 9:52",2016-07-12 08:57:00,2016-07-12 09:52:00,"12","08"
1953,"Airport",109,"Trip Completed","12/7/2016 11:38","12/7/2016 12:41",2016-07-12 11:38:00,2016-07-12 12:41:00,"12","11"
3270,"City",109,"Trip Completed","13-07-2016 10:28:01","13-07-2016 11:04:59",2016-07-13 10:28:00,2016-07-13 11:04:00,"13","10"
3497,"Airport",109,"Trip Completed","13-07-2016 17:32:20","13-07-2016 18:27:42",2016-07-13 17:32:00,2016-07-13 18:27:00,"13","17"
3897,"Airport",109,"Trip Completed","13-07-2016 22:00:50","13-07-2016 22:37:59",2016-07-13 22:00:00,2016-07-13 22:37:00,"13","22"
4601,"City",109,"Trip Completed","14-07-2016 10:13:30","14-07-2016 10:52:16",2016-07-14 10:13:00,2016-07-14 10:52:00,"14","10"
4621,"Airport",109,"Trip Completed","14-07-2016 11:02:21","14-07-2016 11:46:14",2016-07-14 11:02:00,2016-07-14 11:46:00,"14","11"
5061,"City",109,"Trip Completed","14-07-2016 19:29:16","14-07-2016 20:13:18",2016-07-14 19:29:00,2016-07-14 20:13:00,"14","19"
5359,"City",109,"Trip Completed","14-07-2016 23:21:57","15-07-2016 00:24:00",2016-07-14 23:21:00,2016-07-15 00:24:00,"14","23"
6179,"Airport",109,"Trip Completed","15-07-2016 16:53:17","15-07-2016 18:08:57",2016-07-15 16:53:00,2016-07-15 18:08:00,"15","16"
469,"Airport",110,"Trip Completed","11/7/2016 9:24","11/7/2016 10:04",2016-07-11 09:24:00,2016-07-11 10:04:00,"11","09"
914,"City",110,"Trip Completed","11/7/2016 18:17","11/7/2016 18:58",2016-07-11 18:17:00,2016-07-11 18:58:00,"11","18"
1386,"Airport",110,"Trip Completed","12/7/2016 1:30","12/7/2016 2:42",2016-07-12 01:30:00,2016-07-12 02:42:00,"12","01"
1935,"City",110,"Trip Completed","12/7/2016 11:16","12/7/2016 12:17",2016-07-12 11:16:00,2016-07-12 12:17:00,"12","11"
3243,"Airport",110,"Trip Completed","13-07-2016 10:03:58","13-07-2016 10:46:44",2016-07-13 10:03:00,2016-07-13 10:46:00,"13","10"
3449,"City",110,"Trip Completed","13-07-2016 16:52:29","13-07-2016 17:21:31",2016-07-13 16:52:00,2016-07-13 17:21:00,"13","16"
4500,"City",110,"Trip Completed","14-07-2016 09:04:43","14-07-2016 10:09:11",2016-07-14 09:04:00,2016-07-14 10:09:00,"14","09"
5328,"Airport",110,"Trip Completed","14-07-2016 22:10:37","14-07-2016 22:51:25",2016-07-14 22:10:00,2016-07-14 22:51:00,"14","22"
5576,"City",110,"Trip Completed","15-07-2016 05:53:20","15-07-2016 06:25:29",2016-07-15 05:53:00,2016-07-15 06:25:00,"15","05"
6112,"Airport",110,"Trip Completed","15-07-2016 15:06:46","15-07-2016 16:12:22",2016-07-15 15:06:00,2016-07-15 16:12:00,"15","15"
6438,"Airport",110,"Trip Completed","15-07-2016 19:54:08","15-07-2016 20:36:23",2016-07-15 19:54:00,2016-07-15 20:36:00,"15","19"
707,"Airport",111,"Trip Completed","11/7/2016 14:17","11/7/2016 14:55",2016-07-11 14:17:00,2016-07-11 14:55:00,"11","14"
1136,"Airport",111,"Trip Completed","11/7/2016 20:32","11/7/2016 21:20",2016-07-11 20:32:00,2016-07-11 21:20:00,"11","20"
2961,"Airport",111,"Trip Completed","13-07-2016 06:48:57","13-07-2016 07:47:08",2016-07-13 06:48:00,2016-07-13 07:47:00,"13","06"
3428,"City",111,"Trip Completed","13-07-2016 15:55:17","13-07-2016 16:45:19",2016-07-13 15:55:00,2016-07-13 16:45:00,"13","15"
4045,"Airport",111,"Trip Completed","14-07-2016 00:56:22","14-07-2016 01:22:47",2016-07-14 00:56:00,2016-07-14 01:22:00,"14","00"
5399,"City",111,"Trip Completed","15-07-2016 00:58:19","15-07-2016 02:16:07",2016-07-15 00:58:00,2016-07-15 02:16:00,"15","00"
